,Date,Exercise Name,Weight,Reps
806,2025-03-25 22:08:17,Incline Curl (Dumbbell),7.0,9.0
807,2025-03-25 22:08:17,Triceps Pushdown (Cable - Straight Bar),21.25,10.0
808,2025-03-25 22:08:17,Triceps Pushdown (Cable - Straight Bar),21.25,7.0
809,2025-03-25 22:08:17,Triceps Pushdown (Cable - Straight Bar),21.25,12.0
810,2025-03-25 22:08:17,Triceps Pushdown (Cable - Straight Bar),18.75,7.0
811,2025-03-25 22:08:17,Incline Bench Press (Barbell),10.0,9.0
812,2025-03-25 22:08:17,Incline Bench Press (Barbell),10.0,7.0
813,2025-03-25 22:08:17,Incline Bench Press (Barbell),10.0,12.0
814,2025-03-25 22:08:17,Lat Pulldown (Cable),40.0,12.0
815,2025-03-25 22:08:17,Lat Pulldown (Cable),40.0,7.0
816,2025-03-26 14:48:28,Back Squat (Smith Machine),42.5,1.0
817,2025-03-26 14:48:28,Back Squat (Smith Machine),30.0,3.0
818,2025-03-26 14:48:28,Back Squat (Smith Machine),40.0,1.0
819,2025-03-26 14:48:28,Back Squat (Smith Machine),35.0,1.0
820,2025-03-26 14:48:28,Back Squat (Smith Machine),37.5,1.0
821,2025-03-26 14:48:28,Front Squat (Smith Machine),35.0,1.0
822,2025-03-26 14:48:28,Front Squat (Smith Machine),30.0,3.0
823,2025-03-26 14:48:28,"Lunge (Right Foot Forward, Smith Machine)",40.0,1.0
824,2025-03-26 14:48:28,"Lunge (Right Foot Forward, Smith Machine)",37.5,1.0
825,2025-03-26 14:48:28,"Lunge (Right Foot Forward, Smith Machine)",35.0,1.0
826,2025-03-26 14:48:28,"Lunge (Right Foot Forward, Smith Machine)",30.0,3.0
827,2025-03-26 14:48:28,"Lunge (Left Foot Forwards, Smith Machine)",37.5,1.0
828,2025-03-26 14:48:28,"Lunge (Left Foot Forwards, Smith Machine)",30.0,3.0
829,2025-03-26 14:48:28,"Lunge (Left Foot Forwards, Smith Machine)",35.0,1.0
830,2025-03-26 14:48:28,Deadlift (Smith Machine),45.0,1.0
831,2025-03-26 14:48:28,Deadlift (Smith Machine),50.0,1.0
832,2025-03-26 14:48:28,Deadlift (Smith Machine),55.0,1.0
833,2025-03-27 22:26:13,Bent Over Row (Barbell),30.0,14.0
834,2025-03-27 22:26:13,Bent Over Row (Barbell),40.0,5.0
835,2025-03-27 22:26:13,Bent Over Row (Barbell),40.0,3.0
836,2025-03-27 22:26:13,Bent Over Row (Barbell),20.0,5.0
837,2025-03-27 22:26:13,Bent Over Row (Barbell),40.0,7.0
838,2025-03-27 22:26:13,Bent Over Row (Barbell),40.0,9.0
839,2025-03-28 22:06:52,Triceps Pushdown (Cable - Straight Bar),18.75,9.0
840,2025-03-28 22:06:52,Triceps Pushdown (Cable - Straight Bar),21.25,10.0
841,2025-03-28 22:06:52,Triceps Pushdown (Cable - Straight Bar),18.75,11.0
842,2025-03-28 22:06:52,Triceps Pushdown (Cable - Straight Bar),21.25,8.0
843,2025-03-28 22:06:52,Incline Curl (Dumbbell),7.0,13.0
844,2025-03-28 22:06:52,Incline Curl (Dumbbell),6.0,10.0
845,2025-03-28 22:06:52,Incline Curl (Dumbbell),6.0,11.0
846,2025-03-28 22:06:52,Incline Curl (Dumbbell),7.0,8.0
847,2025-04-07 15:32:27,Lat Pulldown (Cable),40.0,13.0
848,2025-04-07 15:32:27,Lat Pulldown (Cable),33.0,8.0
849,2025-04-07 15:32:27,Lat Pulldown (Cable),40.0,7.0
850,2025-04-07 15:32:27,Lat Pulldown (Cable),33.0,11.0
851,2025-04-07 15:32:27,Incline Bench Press (Barbell),10.0,11.0
852,2025-04-07 15:32:27,Incline Bench Press (Barbell),10.0,6.0
853,2025-04-07 15:32:27,Incline Bench Press (Barbell),10.0,12.0
854,2025-04-07 15:32:27,Incline Bench Press (Barbell),7.5,10.0
855,2025-04-09 22:14:20,Lateral Raise (Dumbbell),4.0,9.0
856,2025-04-09 22:14:20,Lateral Raise (Dumbbell),5.0,10.0
857,2025-04-09 22:14:20,Lateral Raise (Dumbbell),4.0,9.0
858,2025-04-09 22:14:20,Lateral Raise (Dumbbell),5.0,13.0
859,2025-04-09 22:14:20,Lateral Raise (Dumbbell),4.0,10.0
860,2025-04-09 22:14:20,Triceps Pushdown (Cable - Straight Bar),18.75,16.0
